indicator_code,indicator_name,year,start_year,end_year,sex_type,sex_code,sex_name,numeric,value,lower_bound,upper_bound
WHS4_154,Antenatal care coverage - at least four visits (%),2013,2008,2013,Sex,FMLE,Female,51.1,51.1,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2013,2013,2013,SEX,FMLE,Female,49.1,49.1 [38.2-61.1],38.2,61.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,2022,2022,SEX,FMLE,Female,20089.9,20 089.9 [14 989.6-26 812.7],14989.6,26812.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2004,2004,2004,SEX,FMLE,Female,18.89922333,18.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2011,2011,2011,SEX,FMLE,Female,43.4,43.4 [29.7-57.8],29.7,57.8
MDG_0000000025,Births attended by skilled health personnel (%),2017,2016,2017,Sex,FMLE,Female,43.0,43,4176.167361111111,7583.3479166666675
MDG_0000000025,Births attended by skilled health personnel (%),2018,2018,2018,Sex,FMLE,Female,43.0,43,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2016,2016,2016,SEX,FMLE,Female,41.2,41.2 [30.8-52.0],30.8,52.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2016,2016,2016,SEX,FMLE,Female,40.4,40.4 [29.7-51.7],29.7,51.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2013,2013,2013,SEX,FMLE,Female,42.9,42.9 [30.8-55.6],30.8,55.6
MDG_0000000003,Adolescent birth rate (per 1000 women),2008,2008,2008,SEX,FMLE,Female,129.3153076,129.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,2014,2014,SEX,FMLE,Female,42.3,42.3 [30.8-54.4],30.8,54.4
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2010,2010,2010,SEX,FMLE,Female,44.1,44.1 [30.0-58.9],30.0,58.9
MDG_0000000003,Adolescent birth rate (per 1000 women),2010,2010,2010,SEX,FMLE,Female,123.1386871,123.1,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2011,2011,2011,SEX,FMLE,Female,140.5444946,140.5,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2018,2018,2018,SEX,FMLE,Female,18892.3,18 892.3 [14 412.1-23 652.2],14412.1,23652.2
WHS4_154,Antenatal care coverage - at least four visits (%),1999,1996,1999,Sex,FMLE,Female,47.3,47.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2005,2005,2005,SEX,FMLE,Female,2119.3,2119.3 [1594.7-2628.7],1594.7,2628.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2017,2017,2017,SEX,FMLE,Female,18628.4,18 628.4 [14 076.9-23 384.0],14076.9,23384.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2005,2005,2005,SEX,FMLE,Female,13902.7,13 902.7 [9353.1-18 344.7],9353.1,18344.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2012,2012,2012,SEX,FMLE,Female,9.931135178,9.9,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2012,2012,2012,SEX,FMLE,Female,140.3282013,140.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2021,2021,2021,SEX,FMLE,Female,37.7,37.7 [28.3-49.6],28.3,49.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2020,2020,2020,SEX,FMLE,Female,19388.6,19 388.6 [14 838.6-24 793.7],14838.6,24793.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2020,2020,2020,SEX,FMLE,Female,74.62902832,74.6,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2004,2004,2004,SEX,FMLE,Female,15765.8,15 765.8 [11 007.7-20 328.5],11007.7,20328.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2016,2016,2016,SEX,FMLE,Female,2226.0,2226.0 [1759.2-2717.2],1759.2,2717.2
MDG_0000000003,Adolescent birth rate (per 1000 women),2017,2017,2017,SEX,FMLE,Female,4.321321487,4.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,2006,2006,SEX,FMLE,Female,52.8,52.8 [39.6-65.6],39.6,65.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2007,2007,2007,SEX,FMLE,Female,46.4,46.4 [31.0-61.5],31.0,61.5
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,51.5,51.5,4176.167361111111,7583.3479166666675
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,51.5,51.5,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2020,2020,2020,SEX,FMLE,Female,1.86640656,1.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2007,2007,2007,SEX,FMLE,Female,2169.2,2169.2 [1627.7-2708.9],1627.7,2708.9
WHS4_115,Births by caesarean section (%),2017,2014,2017,Sex,FMLE,Female,2.8,2.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2008,2008,2008,SEX,FMLE,Female,46.4,46.4 [32.4-60.5],32.4,60.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2019,2019,2019,SEX,FMLE,Female,39.5,39.5 [30.1-49.7],30.1,49.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2009,2009,2009,SEX,FMLE,Female,51.2,51.2 [38.8-63.9],38.8,63.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2015,2015,2015,SEX,FMLE,Female,2259.2,2259.2 [1770.7-2770.1],1770.7,2770.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2018,2018,2018,SEX,FMLE,Female,16727.8,16 727.8 [12 540.9-21 097.4],12540.9,21097.4
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,60.4,60.4,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2023,2023,2023,SEX,FMLE,Female,2126.0,2126.0 [1644.0-2769.0],1644.0,2769.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2011,2011,2011,SEX,FMLE,Female,14900.5,14 900.5 [10 197.3-19 856.8],10197.3,19856.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2019,2019,2019,SEX,FMLE,Female,19129.2,19 129.2 [14 606.8-24 103.5],14606.8,24103.5
MDG_0000000003,Adolescent birth rate (per 1000 women),2010,2010,2010,SEX,FMLE,Female,4.070584774,4.1,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2017,2017,2017,SEX,FMLE,Female,106.4589691,106.5,4176.167361111111,7583.3479166666675
MDG_0000000025,Births attended by skilled health personnel (%),2008,2008,2008,Sex,FMLE,Female,34.0,34,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2020,2020,2020,SEX,FMLE,Female,46.0,46.0 [36.8-57.2],36.8,57.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2005,2005,2005,SEX,FMLE,Female,48.2,48.2 [33.5-62.2],33.5,62.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2008,2008,2008,SEX,FMLE,Female,14436.7,14 436.7 [9711.1-19 176.0],9711.1,19176.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2013,2013,2013,SEX,FMLE,Female,15334.4,15 334.4 [10 713.3-20 143.5],10713.3,20143.5
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,60.4,60.4,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2015,2015,2015,SEX,FMLE,Female,5.474481106,5.5,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2023,2023,2023,SEX,FMLE,Female,18441.5,18 441.5 [13 098.1-25 650.0],13098.1,25650.0
WHS4_154,Antenatal care coverage - at least four visits (%),2011,2009,2011,Sex,FMLE,Female,56.6,56.6,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2019,2019,2019,SEX,FMLE,Female,2.750451088,2.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2020,2020,2020,SEX,FMLE,Female,38.2,38.2 [28.9-49.1],28.9,49.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2016,2016,2016,SEX,FMLE,Female,18343.9,18 343.9 [13 717.9-23 140.1],13717.9,23140.1
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2017,2013,2017,Sex,FMLE,Female,37.5,37.5,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2010,2010,2010,SEX,FMLE,Female,16968.3,16 968.3 [11 903.3-22 236.3],11903.3,22236.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2006,2006,2006,SEX,FMLE,Female,2146.9,2146.9 [1611.5-2666.3],1611.5,2666.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2012,2012,2012,SEX,FMLE,Female,49.6,49.6 [38.4-61.8],38.4,61.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2023,2023,2023,SEX,FMLE,Female,37.9,37.9 [27.3-52.2],27.3,52.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2021,2021,2021,SEX,FMLE,Female,38.4,38.4 [29.1-50.2],29.1,50.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2009,2009,2009,SEX,FMLE,Female,2222.8,2222.8 [1686.6-2775.3],1686.6,2775.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,2014,2014,SEX,FMLE,Female,48.7,48.7 [38.0-60.2],38.0,60.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2004,2004,2004,SEX,FMLE,Female,48.0,48.0 [32.2-63.3],32.2,63.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2007,2007,2007,SEX,FMLE,Female,16455.4,16 455.4 [11 465.1-21 489.0],11465.1,21489.0
MDG_0000000003,Adolescent birth rate (per 1000 women),2014,2014,2014,SEX,FMLE,Female,5.791795731,5.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2019,2019,2019,SEX,FMLE,Female,2127.2,2127.2 [1703.1-2622.2],1703.1,2622.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2010,2010,2010,SEX,FMLE,Female,44.9,44.9 [31.5-58.8],31.5,58.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2019,2019,2019,SEX,FMLE,Female,38.7,38.7 [29.2-49.1],29.2,49.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2020,2020,2020,SEX,FMLE,Female,38.9,38.9 [29.8-49.7],29.8,49.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2021,2021,2021,SEX,FMLE,Female,17594.1,17 594.1 [13 226.6-23 144.7],13226.6,23144.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2002,2002,2002,SEX,FMLE,Female,13191.6,13 191.6 [8831.6-17 492.7],8831.6,17492.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,2022,2022,SEX,FMLE,Female,2107.9,2107.9 [1658.3-2693.7],1658.3,2693.7
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2003,1998,2003,Sex,FMLE,Female,32.6,32.6,4176.167361111111,7583.3479166666675
WHS4_154,Antenatal care coverage - at least four visits (%),2018,2013,2018,Sex,FMLE,Female,56.8,56.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2014,2014,2014,SEX,FMLE,Female,2276.2,2276.2 [1775.3-2811.9],1775.3,2811.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2001,2001,2001,SEX,FMLE,Female,14931.4,14 931.4 [10 283.8-19 426.5],10283.8,19426.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2023,2023,2023,SEX,FMLE,Female,37.2,37.2 [26.4-51.8],26.4,51.8
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2011,2009,2011,Sex,FMLE,Female,45.1,45.1,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2006,2006,2006,SEX,FMLE,Female,10.99008369,11.0,4176.167361111111,7583.3479166666675
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2013,2008,2013,Sex,FMLE,Female,35.8,35.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2018,2018,2018,SEX,FMLE,Female,2164.4,2164.4 [1725.1-2638.9],1725.1,2638.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2001,2001,2001,SEX,FMLE,Female,49.2,49.2 [32.6-65.6],32.6,65.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2017,2017,2017,SEX,FMLE,Female,2195.9,2195.9 [1741.9-2675.7],1741.9,2675.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2009,2009,2009,SEX,FMLE,Female,14577.8,14 577.8 [9839.9-19 459.8],9839.9,19459.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2003,2003,2003,SEX,FMLE,Female,2057.6,2057.6 [1548.5-2547.0],1548.5,2547.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2003,2003,2003,SEX,FMLE,Female,48.4,48.4 [32.3-63.9],32.3,63.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2008,2008,2008,SEX,FMLE,Female,51.7,51.7 [38.9-64.6],38.9,64.6
MDG_0000000003,Adolescent birth rate (per 1000 women),2003,2003,2003,SEX,FMLE,Female,21.9170723,21.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2014,2014,2014,SEX,FMLE,Female,17839.8,17 839.8 [12 981.8-22 943.2],12981.8,22943.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2002,2002,2002,SEX,FMLE,Female,2020.9,2020.9 [1519.6-2504.8],1519.6,2504.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2021,2021,2021,SEX,FMLE,Female,45.5,45.5 [36.1-57.3],36.1,57.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,2006,2006,SEX,FMLE,Female,47.0,47.0 [31.4-61.9],31.4,61.9
MDG_0000000003,Adolescent birth rate (per 1000 women),2007,2007,2007,SEX,FMLE,Female,5.378693104,5.4,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2003,2003,2003,SEX,FMLE,Female,54.2,54.2 [40.8-67.1],40.8,67.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2005,2005,2005,SEX,FMLE,Female,47.5,47.5 [32.0-62.7],32.0,62.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2011,2011,2011,SEX,FMLE,Female,2261.9,2261.9 [1732.0-2826.3],1732.0,2826.3
MDG_0000000025,Births attended by skilled health personnel (%),2013,2013,2013,Sex,FMLE,Female,35.0,35,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2019,2019,2019,SEX,FMLE,Female,80.94654846,80.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2013,2013,2013,SEX,FMLE,Female,2268.1,2268.1 [1761.3-2818.3],1761.3,2818.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2001,2001,2001,SEX,FMLE,Female,54.9,54.9 [41.2-68.4],41.2,68.4
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2021,2021,2021,SEX,FMLE,Female,19695.0,19 695.0 [14 950.0-25 737.4],14950.0,25737.4
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2007,2005,2007,Sex,FMLE,Female,40.5,40.5,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2004,2004,2004,SEX,FMLE,Female,13679.6,13 679.6 [9178.6-18 050.8],9178.6,18050.8
MDG_0000000003,Adolescent birth rate (per 1000 women),2001,2001,2001,SEX,FMLE,Female,126.2633362,126.3,4176.167361111111,7583.3479166666675
